blink away 	0000003220-002
blink away	0000003220-002
blink back	0000003220-002
bliss	0000003224-001
bliss out	0000003224-001
block	0000003237-001	0000003237-002	0000003237-003	0000005365-001	0000012204-001	0000017992-002
block in	0000003237-001
block off	0000003237-002
block out	0000003237-003
blood	0000003251-001	0000003251-002	0000003251-003	0000003251-004	0000003251-005	0000003251-006	0000003251-007	0000003251-008	0000003251-009	0000003251-010	0000003251-011	0000007658-001	0000012251-001
blood sweat and tears	0000003251-002
bloody	0000003279-001
bloody well	0000003279-001
bloom	0000003281-001	0000003281-002
bloomer	0000003282-001
blossom	0000003286-001
blot	0000003287-001	0000006961-001
blot ones copybook	0000006961-001
blot out	0000003287-001
blow	0000003293-001	0000003293-002	0000003293-003	0000003293-004	0000003293-005	0000003293-006	0000003293-007	0000003293-008	0000003293-009	0000003293-010	0000003293-011	0000003293-012	0000003294-002	0000005931-001	0000007218-005	0000013148-001	0000013339-001	0000015598-002	0000018729-004	0000020575-007	0000025825-001	0000026048-001	0000030405-001	0000030596-001	0000031521-001	0000033783-002	0000034306-001	0000036205-001	0000036611-004
blow a fuse	0000013148-001
blow a gasket	0000013339-001
blow away	0000003293-004
blow down	0000003293-005
blow hot and cold	0000003293-001
blow in	0000003293-006
blowing	0000036785-008
blow into 	0000003293-007
blow it	0000003293-002
blow itself out	0000003293-010
blown	0000030397-001
blow off	0000003293-008
blow off steam	0000031521-001
blow ones own horn	0000015598-002
blow ones own trumpet	0000034306-001
blow ones top	0000033783-002
blow out	0000003293-009
blow out of all proportion	0000003293-003
blow out of proportion	0000003293-003	0000025825-001
blow out of the water	0000036205-001
blow over	0000003293-011
blows	0000003294-001	0000036785-008
blow s cover	0000007218-005
blow s mind	0000020575-007
blow smoke	0000030405-001
blow s socks off	0000030596-001
blow the cobwebs away	0000005931-001
blow the lid off 	0000018729-004
blow the whistle on 	0000036611-004
blow up	0000003293-012
blow up out of all proportion	0000003293-003
blow up out of proportion	0000003293-003
blue	0000003110-001	0000003309-001	0000003309-002	0000003438-001	0000003669-001	0000008616-003	0000013110-001	0000022567-005
bluff	0000003329-001	0000003329-002	0000003329-003	0000003329-004
bluff into 	0000003329-001
bluff it out	0000003329-002
bluff ones way	0000003329-003
bluntly	0000003334-001
blush	0000003342-001
blushes	0000003342-002
board	0000003354-001	0000003354-002	0000003354-003	0000003354-004	0000003354-005	0000003354-006	0000003354-007	0000009668-001	0000009668-002	0000028004-001
board out	0000003354-007
boards	0000003354-003	0000034120-001
boat	0000003366-001	0000003366-003	0000003366-004
boats	0000003366-002
bob	0000003374-001	0000003374-002
bob for apples	0000003374-001
bobs	0000003086-005
bob up	0000003374-002
bode	0000003388-001
bode ill	0000003388-001
bode well 	0000003388-001
bode well	0000003388-001
body	0000003394-001	0000003394-002	0000003394-003	0000003394-004	0000003460-007
body and soul	0000003394-001
bog	0000003409-001
bog down	0000003409-001
boggle	0000003412-001
boggle s mind	0000003412-001
boggle the mind	0000003412-001
boil	0000003251-007	0000003418-001	0000003418-002	0000003418-003	0000003418-004	0000003418-005	0000003418-006	0000003418-007
boil away	0000003418-002
boil down	0000003418-003
boiling	0000003423-001
boiling hot	0000003423-001
boil over	0000003418-004
boil up	0000003418-005
bold	0000003426-001	0000003426-002	0000003726-001	0000011423-015	0000011423-017
 bold as brass	0000003426-001	0000003726-001
bold as brass	0000003426-001	0000003726-001
bolt	0000003438-001	0000003438-002	0000003438-003	0000003438-004
bolts	0000022228-003
bomb	0000003439-001	0000003439-002
bombed	0000003439-003
bombshell	0000003450-001
bone	0000003460-001	0000003460-002	0000003460-003	0000003460-005	0000003460-007	0000003460-009	0000003460-010	0000003460-011	0000011992-021	0000023516-001	0000030114-001
bones	0000002216-001	0000003460-004	0000003460-006	0000003460-008	0000012251-005	0000030114-001
bone up on 	0000003460-011
bonkers	0000003473-001	0000026680-001
bonnet	0000002690-003
boo	0000003480-001
book	0000003491-002	0000003491-003	0000003491-005	0000003491-008	0000003491-009	0000003491-010	0000003491-011	0000003491-012	0000018472-001	0000022100-005	0000034182-003
book in	0000003491-010
book into 	0000003491-011
books	0000003491-001	0000003491-004	0000003491-006	0000003491-007	0000003491-008	0000006902-002
book up	0000003491-012
boo off	0000003480-001
boo off 	0000003480-001
boot	0000003535-001	0000003535-002	0000003535-003	0000003535-004	0000003535-005	0000003537-001
boot out	0000003535-005
boots	0000002943-002	0000018726-001
bootstraps	0000003546-001
bore	0000003558-001	0000023416-001
bore stiff	0000003558-001
bore the pants off 	0000023416-001
bore to death	0000003558-001
bore to death bore stiff	0000003558-001
bore to tears	0000003558-001
born	0000003564-001	0000003564-002	0000003564-003	0000003801-001	0000019743-001	0000021199-002	0000031154-001	0000037256-001
borne	0000002612-002
borrow	0000002725-001	0000018472-001
borrow a leaf froms book	0000018472-001
borrow a leaf out ofs book	0000018472-001
borrowed	0000003571-001
boss	0000003580-001	0000003580-002
botch	0000003591-001
both	0000004487-001	0000007134-016	0000007195-002	0000010551-013	0000012496-019	0000012496-020	0000014452-006	0000036278-024	0000037042-007
bother	0000003593-001	0000003593-003
bothered	0000003593-002
bother oneself about 	0000003593-001
bother oneself with 	0000003593-001
bother ones head about 	0000003593-001
bother ones head with 	0000003593-001
bottle	0000003596-001	0000003596-002	0000003596-003
bottle out	0000003596-002
bottles	0000036828-001
bottle up	0000003596-003
bottom	0000002877-001	0000003602-001	0000003602-002	0000003602-004	0000003602-005	0000003602-006	0000003602-007	0000003602-008	0000013405-004	0000014969-002	0000014981-008	0000024419-003	0000028211-001	0000033783-004
bottom of the pile	0000024419-003
bottom out	0000003602-008
Bottoms	0000003602-003
Bottoms up	0000003602-003
bounce	0000003614-001	0000003614-002	0000003614-003	0000003614-004	0000016022-001
bounce around	0000003614-001
bounce back	0000003614-002
bounce ideas off 	0000016022-001
bounce into 	0000003614-003
bounce off 	0000003614-004
bound	0000003014-001	0000003618-001	0000003618-002	0000003618-003	0000003618-004	0000009942-001
bounds	0000003621-001	0000003621-002	0000018487-006
bow	0000003635-001	0000003635-002	0000003635-003	0000003635-004	0000031880-001
bow and scrape	0000003635-001
bow down	0000003635-002
bowl	0000003644-001
bowl over	0000003644-001
bow out	0000003635-003
box	0000003654-001	0000003654-002	0000003654-003
box in	0000003654-002
box off	0000003654-003
boy	0000013905-017
boys	0000003669-001	0000019676-009
brace	0000003680-001
brace oneself	0000003680-001
brain	0000003693-002	0000003693-003	0000003693-004	0000003702-001
brains	0000003693-001	0000003693-003	0000003693-004
branch	0000003714-001	0000003714-002	0000022535-001	0000028016-002
branch off	0000003714-001
branch out	0000003714-002
brass	0000003426-001	0000003726-001	0000003731-001
brave	0000003735-001	0000011423-015	0000011423-017
brave it out	0000003735-001
brazen	0000003746-001
brazen it out	0000003746-001
breach	0000003751-001
bread	0000003752-001	0000003752-002
bread and butter	0000003752-001
breadth	0000018603-004
break	0000002130-010	0000002130-011	0000002348-001	0000003762-001	0000003762-002	0000003762-003	0000003762-004	0000003762-005	0000003762-006	0000003762-007	0000003762-008	0000003762-009	0000003762-010	0000003762-011	0000003762-012	0000003762-013	0000003762-014	0000003762-015	0000003762-016	0000003762-017	0000003762-018	0000007218-006	0000011031-001	0000011512-026	0000011625-001	0000014308-004	0000014981-003	0000015975-002	0000018398-001	0000019166-001	0000019606-009	0000020880-001	0000021630-002	0000021773-002	0000022651-001	0000026588-001	0000029892-001	0000031868-001	0000032474-001	0000036205-009	0000036785-001
Break	0000018550-002
Break a leg	0000018550-002
break a sweat	0000032474-001
break a sweat 米 英 break sweat	0000032474-001
break away	0000003762-001
break cover	0000007218-006
break down	0000003762-002
break even	0000011031-001
break for 	0000003762-003
break fresh ground	0000014308-004
break in	0000003762-004
break in on 	0000003762-005
break into 	0000003762-006
break into laughter	0000018398-001
break loose	0000019166-001
break new ground	0000014308-004
break of 	0000003762-007
break off	0000003762-008
break ones fast	0000011625-001
break ones neck	0000021630-002
break ones silence	0000029892-001
break ones stride	0000031868-001
break open	0000022651-001
break out	0000003762-009
break out doing	0000003762-011
break out from 	0000003762-012
break out in 	0000003762-010
break out into 	0000003762-010
break out of 	0000003762-012
break ranks	0000026588-001
breaks	0000036205-009
break s back	0000002130-010
break s fall	0000011512-026
break s heart	0000014981-003
break stride	0000031868-001
break sweat	0000032474-001
break the back of 	0000002130-011
break the bank	0000002348-001
break the ice	0000015975-002
break the mold	0000020880-001
break the news	0000021773-002
break through	0000003762-013
break through 	0000003762-014
break up	0000003762-015
break wind	0000036785-001
break with 	0000003762-016
breast	0000003779-001
breath	0000003786-001	0000003786-002	0000003786-003	0000003786-004	0000003786-005	0000003786-006	0000003786-007	0000003786-008	0000003786-009	0000003786-010	0000003786-011	0000003786-012	0000003786-013	0000003790-002	0000036181-004
breathe	0000003790-001	0000003790-002	0000010065-003	0000018976-001	0000021630-003
breathe again	0000003790-001
breathe againbreathe easily 	0000003790-001
breathe down s neck	0000021630-003
breathe easily	0000003790-001
breathe easy	0000003790-001	0000010065-003
breathe freely	0000003790-001
breathe more easily	0000003790-001
breathe ones last	0000003790-002
breathe ones last 	0000003790-002
breathe ones last breath	0000003790-002
bred	0000003564-002	0000003801-001
breeze	0000003805-001	0000003805-002
breeze through 	0000003805-002
brick	0000003818-002	0000036065-001	0000036065-003
bricks	0000003818-001	0000003818-003	0000003818-004	0000004814-003
bricks and mortar	0000003818-001
bridge	0000036205-010
bridges	0000003831-001
brief	0000003836-001	0000003836-002
bright	0000003846-001	0000003846-002	0000004247-001
bright and early	0000003846-002
 bright as a button	0000004247-001
bright as a button	0000004247-001
brim	0000003854-001
brim over with 	0000003854-001
brim with 	0000003854-001
bring	0000000199-003	0000000784-002	0000002194-001	0000002612-003	0000002758-001	0000003491-002	0000003858-001	0000003858-002	0000003858-003	0000003858-004	0000003858-005	0000003858-006	0000003858-007	0000003858-008	0000003858-009	0000003858-010	0000003858-011	0000003858-012	0000003858-013	0000003858-014	0000003858-015	0000003858-016	0000003858-017	0000003858-018	0000003858-019	0000003858-020	0000003858-021	0000003858-022	0000003858-023	0000003858-024	0000005149-001	0000005796-010	0000007695-001	0000007911-002	0000009250-001	0000010177-004	0000010551-004	0000012539-001	0000014909-005	0000015048-002	0000015458-009	0000015690-001	0000017882-001	0000018086-002	0000018743-003	0000018784-003	0000018863-005	0000020575-008	0000022708-003	0000022800-001	0000023853-003	0000026324-003	0000026780-002	0000029530-001	0000037042-003	0000037078-004
bring about	0000003858-002
bring alive	0000000784-002
bring along	0000003858-003
bring an end to 	0000010551-004
bring around	0000003858-004
bring back	0000003858-005
bring back to life	0000018743-003
bring charges against 	0000005149-001
bring dividends	0000009250-001
bring down	0000003858-006
bring down a peg	0000023853-003
bring down a peg or two	0000023853-003
bring down on 	0000003858-007
bring down the curtain on 	0000007695-001
bring forth	0000003858-008
bring forward	0000003858-009
bring home the bacon	0000002194-001
bring home to 	0000015458-009
bring in	0000003858-010
bring into being	0000002758-001
bring into effect	0000010177-004
bring into force	0000012539-001
bring into line	0000018863-005
bring into operation	0000022708-003
bring into question	0000026324-003
bring into the world	0000037042-003
bring into this world	0000037042-003
bring off	0000003858-011
bring on	0000003858-012
bring on 	0000003858-013
bring oneself to do	0000003858-001
bring out	0000003858-014
bring out in 	0000003858-015
bring out of oneself	0000003858-016
bring out of s shell	0000029530-001
bring out the worst in 	0000037078-004
bring over	0000003858-017
bring round	0000003858-018
bring the house down	0000015690-001
bring through 	0000003858-019
bring to	0000003858-020
bring to 	0000003858-020
bring to account	0000000199-003
bring to a close	0000005796-010
bring to a head	0000014909-005
bring to an end	0000010551-004
bring to an end bring an end to 	0000010551-004
bring to bear on 	0000002612-003
bring to bear upon 	0000002612-003
bring to book	0000003491-002
bring together	0000003858-021
bring to heel	0000015048-002
bring to justice	0000017882-001
bring to life	0000018743-003
bring to light	0000018784-003
bring to mind	0000020575-008
bring to order	0000022800-001
bring to s knees	0000018086-002
bring under 	0000003858-023
bring under	0000003858-022
bring up	0000003858-024
bring up the rear	0000026780-002
bring up to date	0000007911-002
brink	0000032992-001
bristle	0000003867-001
bristle with 	0000003867-001
britches	0000002943-002
broad	0000003891-001	0000007942-002
broke	0000003913-001
brought	0000004814-005	0000019257-001
brow	0000003951-001	0000032474-002
browned	0000003953-001
brownie	0000003957-001
brows	0000003951-001
brunt	0000003974-001
brush	0000003975-001	0000003975-002	0000003975-003	0000003975-004	0000003975-005	0000032805-002
brush aside 	0000003975-001
brush aside	0000003975-001
brush away	0000003975-001
brush down	0000003975-002
brush off	0000003975-003
brush oneself off	0000003975-004
brush up 	0000003975-005
brush up on 	0000003975-005
bubble	0000003996-001	0000003996-003
bubble and squeak	0000003996-001
bubble over	0000003996-003
bubbles	0000003996-002
buck	0000002337-005	0000004003-001	0000004004-001	0000004004-002	0000004006-001	0000004006-002
bucket	0000004007-001	0000004007-003	0000009771-015
buckets	0000004007-002
buck for 	0000004004-001
buckle	0000004012-001	0000004012-002
buckle down	0000004012-001
buckle up	0000004012-002
buck up	0000004004-002
bud	0000004019-001	0000004019-002	0000021903-001
buddy	0000004026-001
buddy up	0000004026-001
budge	0000016407-005
buff	0000004034-001	0000004034-002
buffers	0000004036-001
buff up	0000004034-002
bug	0000003092-001	0000004042-001	0000004042-002
bug off	0000004042-001
bug out	0000004042-002
build	0000004048-001	0000004048-002	0000004048-003	0000004048-004	0000004048-005	0000004048-006	0000004048-007	0000004048-008	0000004804-001
build around 	0000004048-001
build castles in the air	0000004804-001
build in	0000004048-002
build into 	0000004048-003
build on	0000004048-004
build on 	0000004048-005	0000004048-006
build up	0000004048-007
build upon 	0000004048-006
build up to 	0000004048-008
built	0000028469-001
built on sand	0000028469-001
bulb	0000018787-001
bulging	0000028937-001
bulk	0000004064-001	0000004064-002	0000004064-003
bulk large	0000004064-002
bulk out 	0000004064-003
bulk out	0000004064-003
bulk up	0000004064-003
bull	0000004067-001	0000004067-002	0000004067-003
bullet	0000004073-001
bullets	0000004073-002
bum	0000004100-002	0000026597-001
bum about	0000004100-002
bum about 	0000004100-002
bum around	0000004100-002
bum around 	0000004100-002
bump	0000004106-001	0000004106-002	0000004106-003	0000010026-001
bump into 	0000004106-001
bump off	0000004106-002
bump up	0000004106-003
bums	0000004100-001
bun	0000004113-001
bunch	0000004114-001
bunch up	0000004114-001
bundle	0000004115-001	0000004115-002	0000004115-003	0000004115-004	0000021700-001
bundle off	0000004115-003
bundle up	0000004115-004
bunk	0000004125-001	0000004125-002
bunk off	0000004125-002
burden	0000002624-001	0000004141-001
buried	0000004182-001	0000007968-004
burn	0000003366-002	0000003831-001	0000004164-002	0000004164-003	0000004164-004	0000004164-005	0000004164-006	0000004164-007	0000004164-008	0000004164-009	0000004164-010	0000004487-001	0000005521-001	0000007314-001	0000010191-001	0000011992-001	0000020923-006	0000022474-001
burn away	0000004164-003
burn down	0000004164-004
burned	0000004164-001	0000004165-001	0000014308-002
burner	0000004166-001
burn in effigy	0000010191-001
burning	0000009998-007
burn off	0000004164-005
burn ones boats	0000003366-002
burn ones bridges	0000003831-001
burn ones bridges 	0000003831-001
burn ones bridges behind one	0000003831-001
burn oneself	0000004164-002
burn oneself out	0000004164-007
burn ones fingers	0000011992-001
burn out	0000004164-006
burn the candle at both ends	0000004487-001
burn the midnight oil	0000022474-001
burn through	0000004164-008
burn to a cinder	0000005521-001
burn up	0000004164-009
burr	0000004175-001
burst	0000003281-001	0000003996-002	0000004181-003	0000004181-004	0000004181-005	0000004181-006	0000004181-007	0000004181-008	0000012174-001	0000018398-001	0000022651-002
bursting	0000004181-001	0000004181-002	0000028937-001
burst in on 	0000004181-004
burst into 	0000004181-005
burst into bloom	0000003281-001
burst into flame	0000012174-001
burst into flames	0000012174-001
burst into laughter	0000018398-001
burst in upon 	0000004181-004
burst on 	0000004181-006
burst onto 	0000004181-006
burst open	0000004181-003	0000022651-002
burst out 	0000004181-007
burst out doing	0000004181-008
burst s bubbles	0000003996-002
burst upon 	0000004181-006
bury	0000004182-001	0000014838-001	0000014909-006
bury oneself in 	0000004182-001
bury ones head in the sand	0000014909-006
bury the hatchet	0000014838-001
bush	0000004185-001
business	0000004193-001	0000004193-002	0000004193-003	0000004193-004	0000004193-005	0000004193-006	0000004193-007	0000004193-008	0000004193-009	0000004193-010	0000004193-011	0000004193-012	0000004193-013	0000004193-014	0000004193-015	0000018121-020	0000024769-001
business as usual	0000004193-004
bust	0000004215-001
bustle	0000015879-002
bust up	0000004215-001
busy	0000002690-001	0000002690-002	0000004222-001	0000004222-002	0000004222-003
 busy as a bee	0000002690-002
busy as a bee	0000002690-002
busy oneself	0000004222-003
but	0000000787-004	0000000787-016	0000001300-001	0000004225-001	0000004225-002	0000004225-003	0000004462-004	0000004462-005	0000007199-006	0000011153-003	0000011841-011	0000012525-003	0000014082-001	0000015082-001	0000018121-010	0000018344-003	0000018344-005	0000020296-001	0000021459-009	0000021459-024	0000021749-002	0000021812-003	0000021993-002	0000022116-004	0000022116-005	0000022130-003	0000022130-009	0000022130-015	0000022616-003	0000023514-006	0000026643-001	0000028308-002	0000029709-001	0000030114-001	0000030316-001	0000033253-002	0000034296-002	0000036399-024
but for 	0000004225-001	0000012525-003
buts	0000016065-001
butt	0000004233-001	0000004233-002	0000004233-003
butter	0000003752-001	0000004235-001	0000004235-002	0000018099-002
buttered	0000003752-002
butterflies	0000004240-001
butter up	0000004235-002
but that 	0000004225-002
butt heads	0000004233-001
but then	0000004225-003	0000033253-002
but then 	0000004225-003	0000033253-002
but then again	0000004225-003	0000033253-002
butt in	0000004233-002
button	0000004247-001	0000004247-002	0000004247-003	0000004247-007
Button	0000004247-006
Button it	0000004247-006
button ones lip 	0000004247-007
button ones lip	0000004247-007
button ones lips	0000004247-007
button ones mouth	0000004247-007
buttons	0000004247-004	0000004247-005
butt out	0000004233-003
buy	0000004253-001	0000004253-002	0000004253-003	0000004253-004	0000004253-005	0000004253-006	0000024397-001	0000033541-022
buy a pig in a poke	0000024397-001
buy back	0000004253-001
buy in	0000004253-002
buy into 	0000004253-003
buy off	0000004253-004
buy out	0000004253-005
buy time	0000033541-022
buy up	0000004253-006
buzz	0000004257-001
buzz off	0000004257-001
by	0000000044-001	0000000170-002	0000000177-001	0000000199-001	0000000199-002	0000000381-001	0000000574-001	0000000647-001	0000001364-003	0000002143-001	0000002376-001	0000002859-001	0000003063-001	0000003086-004	0000003092-001	0000003354-003	0000003491-003	0000003546-001	0000004007-001	0000004067-003	0000004262-001	0000004262-002	0000004262-003	0000004384-009	0000004754-004	0000005107-002	0000005231-001	0000005395-001	0000005797-004	0000005797-005	0000006188-023	0000006188-024	0000006311-002	0000006311-003	0000006805-001	0000006822-001	0000007204-001	0000007366-001	0000007687-001	0000007934-006	0000007934-011	0000008173-001	0000008210-001	0000008245-001	0000008316-002	0000008506-001	0000008631-001	0000008804-001	0000009610-001	0000009628-003	0000009771-008	0000009771-009	0000009771-017	0000009998-013	0000009998-014	0000010551-026	0000011097-001	0000011097-003	0000011294-002	0000011318-001	0000011483-002	0000011585-003	0000011746-009	0000012000-004	0000012117-001	0000013571-033	0000013571-034	0000013796-033	0000013796-034	0000014553-001	0000014582-003	0000014582-009	0000014648-006	0000014700-002	0000014738-004	0000014981-004	0000015566-002	0000015686-003	0000015833-003	0000016120-001	0000016257-001	0000016407-001	0000016407-004	0000017779-001	0000017803-002	0000018317-002	0000018436-002	0000018487-006	0000018492-001	0000018642-013	0000018965-016	0000018976-005	0000019109-001	0000019139-001	0000019150-052	0000019324-009	0000019512-001	0000019859-002	0000020092-013	0000020102-002	0000020102-003	0000020102-004	0000020638-002	0000020755-002	0000020974-001	0000020999-004	0000020999-007	0000021459-001	0000021459-002	0000021459-007	0000021459-013	0000021608-006	0000021630-004	0000022100-001	0000022100-008	0000022161-013	0000022202-004	0000022358-001	0000022388-002	0000022425-001	0000022573-004	0000022593-001	0000023153-001	0000023619-007	0000023619-008	0000024385-007	0000024817-016	0000025694-001	0000025929-001	0000026194-017	0000026793-003	0000027422-002	0000027609-001	0000027769-016	0000027769-017	0000028180-003	0000028203-013	0000028822-001	0000028910-003	0000028968-001	0000029443-001	0000029816-002	0000029816-017	0000029862-009	0000030031-005	0000030114-003	0000030792-001	0000031384-012	0000031384-013	0000031517-001	0000031562-007	0000031613-004	0000031739-005	0000031739-006	0000031749-002	0000031760-003	0000031854-006	0000031871-001	0000032394-003	0000032472-002	0000032474-002	0000032528-002	0000033482-002	0000033541-023	0000033711-001	0000034403-029	0000034487-006	0000035402-002	0000035844-001	0000036205-002	0000036278-006	0000036278-007	0000036285-001	0000036359-008	0000036399-008	0000036605-001	0000036992-003	0000036992-020	0000037042-016	0000037230-008	0000037230-018
by accident	0000000170-002
by acclamation	0000000177-001
by air	0000000647-001
by all accounts	0000000199-001
by all appearances	0000001364-003
by all means	0000020102-002
by all odds	0000022388-002
by and by	0000004262-003
by and large	0000018317-002
by a neck	0000021630-004
by a nose	0000022100-001
by any chance	0000005107-002
by a whisker	0000036605-001
by birth	0000003063-001
by choice	0000005395-001
by comparison	0000006311-002
by comparison to 	0000006311-003
by comparison with 	0000006311-003
by contract	0000006805-001
by contrast	0000006822-001
by courtesy of 	0000007204-001
by credit card	0000007366-001
by default	0000008173-001
by definition	0000008210-001
by degrees	0000008245-001
by design	0000008506-001
by dint of 	0000008804-001
bye-bye	0000004266-001
by express	0000011294-002
by extension	0000011318-001
by fair means or foul	0000011483-002
by far	0000004262-001	0000011585-003
by feel	0000011746-009
by fits and starts	0000012117-001
by good luck	0000019324-009
by halves	0000014582-003
by hand	0000014648-006
by heart	0000014981-004
by hook or by crook	0000015566-002
by hook or crook	0000015566-002
by hundreds	0000015833-003
by hundreds by the hundred	0000015833-003
by implication	0000016257-001
by inches	0000016407-001
by Jove	0000017779-001
by leaps and bounds	0000018487-006
by luck	0000019324-009
by marriage	0000019859-002
by means of 	0000020102-003
by mistake	0000020755-002
by monorail	0000020974-001
by name	0000021459-001
by no means	0000020102-004
by no means not by any means	0000020102-004
by no stretch of the imagination	0000031854-006
by now	0000022161-013
by now before now	0000022161-013
by numbers	0000022202-004
by numbers米 by the numbers	0000022202-004
by odds	0000022388-002
 by oneself	0000022593-001
by oneself	0000022593-001
 by ones lonesome	0000019109-001
by ones lonesome	0000019109-001
by popular demand	0000008316-002
by profession	0000025694-001
by proxy	0000025929-001
by reason of 	0000026793-003
by request	0000027422-002
by return	0000027609-001
by return mail	0000027609-001
by return mail 米 by return 英	0000027609-001
by return of post	0000027609-001
by right	0000027769-016
by rights	0000027769-017
by sea	0000028910-003
by s good offices	0000022425-001
by s offices	0000022425-001
by s own account	0000000199-002
by s own admission	0000000381-001
by s side	0000029816-002
by s sideby the side of 	0000029816-002
by stealth	0000031517-001
by the agency of 	0000000574-001
by the back door	0000002143-001
by the book	0000003491-003
by the bucket	0000004007-001
by the by	0000004262-002
by the day	0000007934-006
by the dozen	0000009610-001
by the good offices of 	0000022425-001
by the good offices of by s offices	0000022425-001
by the hour	0000015686-003
by the hundred	0000015833-003
by the hundreds	0000015833-003
by the look of 	0000019150-052
by the looks of 	0000019150-052
by the minute	0000020638-002
by the month	0000020999-004
by the name of 	0000021459-002
by the numbers	0000022202-004
by the same token	0000033711-001
by the seat of ones pants	0000028968-001
by the side of 	0000029816-002
by the skin of ones teeth	0000030114-003
by the sound of it	0000030792-001
by the sound of it 	0000030792-001
by the sound of things	0000030792-001
by the sweat of ones brow	0000032474-002
by the time 	0000033541-023
by the way	0000036278-006
by the week	0000036359-008
by the year	0000037230-008
by turns	0000034403-029
by twos and threes	0000034487-006
by virtue of 	0000035844-001
by water	0000036205-002
by way of 	0000036278-007
by way of example	0000011097-001
by way of illustration	0000016120-001
by word of mouth	0000036992-003
C	0000036516-001
cage	0000004336-001
cage in	0000004336-001
cahoots	0000004338-001
cake	0000004345-001	0000004345-002	0000004345-003	0000016005-001
calf	0000004368-001
California	0000019578-001
call	0000000199-003	0000002659-001	0000003329-004	0000004384-002	0000004384-004	0000004384-005	0000004384-006	0000004384-007	0000004384-008	0000004384-009	0000004384-010	0000004384-011	0000004384-012	0000004384-013	0000004384-014	0000004384-015	0000004384-016	0000004384-017	0000004384-018	0000004384-019	0000004384-020	0000004384-021	0000004384-022	0000004384-023	0000004384-024	0000004384-025	0000006093-002	0000007934-007	0000009535-003	0000020575-008	0000021459-003	0000021560-006	0000021854-003	0000022800-001	0000025055-001	0000026324-003	0000026375-002	0000029695-003	0000030896-001	0000034371-001	0000036516-003
call after 	0000004384-005
call a spade a spade	0000030896-001
call at 	0000004384-006
call away	0000004384-007
call back	0000004384-008
call by	0000004384-009
call collect	0000006093-002
call down	0000004384-010
called	0000002380-001	0000004384-001	0000004384-003	0000004707-001	0000036516-003
call for 	0000004384-011
call forth	0000004384-012
call in	0000004384-013
call in sick	0000004384-014
call into doubt	0000009535-003
call into question	0000026324-003
call it a day	0000007934-007
call it a night	0000021854-003
call it quits	0000026375-002
call names	0000021459-003
call off	0000004384-015
call on 	0000004384-016
call out	0000004384-017
call over	0000004384-018
call round	0000004384-019
call s bluff	0000003329-004
call the shots	0000029695-003
call the tune	0000034371-001
call to account	0000000199-003
call to mind	0000020575-008
call to order	0000022800-001
call up	0000004384-020
call upon 	0000004384-021
calm	0000004407-001
calm down	0000004407-001
camera	0000004437-001	0000004437-002	0000004437-003
camp	0000004445-001
camp out	0000004445-001
camps	0000012496-019
Can	0000002626-002	0000004463-004
can	0000001668-003	0000002868-002	0000002868-011	0000003092-004	0000003220-001	0000004462-001	0000004462-002	0000004462-003	0000004462-004	0000004462-009	0000004463-001	0000004463-002	0000004463-003	0000007134-002	0000009284-005	0000009284-017	0000010648-001	0000011227-005	0000011227-006	0000012487-002	0000012625-001	0000013374-001	0000014724-001	0000015082-007	0000015082-009	0000015730-007	0000016083-001	0000021247-006	0000021608-003	0000021831-004	0000021925-001	0000022464-002	0000022899-004	0000023514-003	0000025763-001	0000026194-003	0000028203-002	0000028621-040	0000028621-042	0000029071-001	0000030211-010	0000030540-029	0000030739-002	0000032731-007	0000033039-003	0000034487-005	0000036033-002	0000036050-001	0000036611-001	0000037071-004	0000037147-006
canary	0000004814-004
can but do	0000004462-004
cancel	0000004477-001
cancel out	0000004477-001
Cancer	0000034257-001
can could should be pardoned for doing	0000023514-003
can count on one hand	0000007134-002
can count on the fingers of one hand	0000007134-002
candid	0000004482-001
candle	0000004487-001	0000004487-002
can do in ones sleep	0000030211-010
can do no wrong	0000037147-006
can do with 	0000009284-005
can do worse than 	0000037071-004
candy	0000004493-001
can hardly wait	0000036033-002
can hardly wait for 	0000036033-002
can hardly wait to do	0000036033-002
can ill afford to do	0000016083-001
Can it	0000004463-004
can may be forgiven for doing	0000012625-001
can never enough	0000010648-001
cannot	0000004462-005	0000004462-006	0000004462-007	0000004462-008	0000009998-005	0000010140-001	0000010648-001	0000010648-003	0000011380-005	0000012599-002	0000014909-007	0000015082-001	0000015082-002	0000022899-004	0000031739-001	0000033766-003	0000036033-002	0000036962-001
cannot believe ones ears	0000009998-005
cannot believe ones eyes	0000011380-005
cannot but do	0000004462-005
cannot do enough	0000004462-006
cannot do too 	0000004462-007	0000033766-003
cannot do without doing	0000004462-008
cannot enough	0000010648-001
cannot enough can never enough	0000010648-001
cannot get a word in edgewise	0000010140-001
cannot get enough of 	0000010648-003
cannot help but do	0000015082-001
cannot help doing	0000015082-001
cannot help doing cannot help but do	0000015082-001
cannot help s doing	0000015082-002
cannot make head nor tail of 	0000014909-007
cannot make head nor tails of 	0000014909-007
cannot make head or tail of 	0000014909-007
cannot make head or tails of 	0000014909-007
cannot make heads nor tail of 	0000014909-007
cannot make heads nor tails of 	0000014909-007
cannot make heads or tail of 	0000014909-007
cannot make heads or tails of 	0000014909-007
cannot see the forest for the trees	0000012599-002
